Mar 06, 2014	3.686	3.686	3.686	3.686	1.15%
Mar 05, 2014	3.644	3.644	3.644	3.644	0.19%
Mar 04, 2014	3.637	3.637	3.637	3.637	2.22%
Mar 03, 2014	3.558	3.558	3.558	3.558	-0.01%
Mar 02, 2014	3.558	3.586	3.586	3.557	-0.99%
Feb 28, 2014	3.594	3.594	3.594	3.594	-0.06%
Feb 27, 2014	3.596	3.596	3.596	3.596	-1.07%
Feb 26, 2014	3.635	3.635	3.635	3.635	-0.71%
Feb 25, 2014	3.661	3.661	3.661	3.661	-1.37%
Feb 24, 2014	3.712	3.712	3.712	3.712	0.43%
Feb 23, 2014	3.696	3.699	3.699	3.696	0.00%
Feb 21, 2014	3.696	3.696	3.696	3.696	-0.81%
Feb 20, 2014	3.726	3.726	3.726	3.726	0.51%
Feb 19, 2014	3.707	3.707	3.707	3.707	0.73%
Feb 18, 2014	3.68	3.68	3.68	3.68	-0.53%
Feb 17, 2014	3.7	3.699	3.701	3.699	-0.01%
Feb 14, 2014	3.7	3.7	3.7	3.7	0.41%
Feb 13, 2014	3.685	3.685	3.685	3.685	-0.99%
Feb 12, 2014	3.722	3.722	3.722	3.722	1.03%
Feb 11, 2014	3.684	3.684	3.684	3.684	0.55%
Feb 10, 2014	3.664	3.664	3.664	3.664	-0.21%
Feb 09, 2014	3.672	3.679	3.679	3.67	0.18%
Feb 07, 2014	3.665	3.665	3.665	3.665	-0.27%
Feb 06, 2014	3.675	3.675	3.675	3.675	0.60%
Feb 05, 2014	3.653	3.653	3.653	3.653	1.64%
Feb 04, 2014	3.594	3.594	3.594	3.594	1.53%
Feb 03, 2014	3.54	3.54	3.54	3.54	-2.06%
Feb 02, 2014	3.615	3.602	3.615	3.602	-0.18%
Jan 31, 2014	3.621	3.621	3.621	3.621	-0.39%
Jan 30, 2014	3.635	3.635	3.635	3.635	0.39%
Jan 29, 2014	3.621	3.621	3.621	3.621	-1.39%
Jan 28, 2014	3.672	3.672	3.672	3.672	-0.22%
Jan 27, 2014	3.68	3.68	3.68	3.68	1.26%
Jan 26, 2014	3.634	3.637	3.637	3.631	-0.49%
Jan 24, 2014	3.652	3.652	3.652	3.652	-0.81%
Jan 23, 2014	3.682	3.682	3.682	3.682	-2.05%
Jan 22, 2014	3.759	3.759	3.759	3.759	0.56%
Jan 21, 2014	3.738	3.738	3.738	3.738	-0.31%
Jan 20, 2014	3.75	3.751	3.751	3.75	-0.19%
Jan 17, 2014	3.757	3.757	3.757	3.757	-0.42%
Jan 16, 2014	3.773	3.773	3.773	3.773	-0.87%
Jan 15, 2014	3.806	3.806	3.806	3.806	0.16%
Jan 14, 2014	3.8	3.8	3.8	3.8	0.90%
Jan 13, 2014	3.766	3.766	3.766	3.766	-0.92%
Jan 12, 2014	3.801	3.801	3.801	3.801	0.13%
Jan 10, 2014	3.796	3.796	3.796	3.796	-1.99%
Jan 09, 2014	3.873	3.873	3.873	3.873	-0.82%
Jan 08, 2014	3.905	3.905	3.905	3.905	0.59%
Jan 07, 2014	3.882	3.882	3.882	3.882	-0.38%
Jan 06, 2014	3.897	3.897	3.897	3.897	-1.10%
Jan 05, 2014	3.94	3.931	3.943	3.931	0.21%
Jan 03, 2014	3.932	3.932	3.932	3.932	0.33%
Jan 02, 2014	3.919	3.919	3.919	3.919	-1.14%
Jan 01, 2014	3.964	3.964	3.964	3.964	0.56%
Dec 31, 2013	3.942	3.942	3.942	3.942	0.95%
Dec 30, 2013	3.905	3.905	3.905	3.905	-2.47%
Dec 29, 2013	4.004	3.94	4.004	3.94	1.50%
Dec 27, 2013	3.945	3.945	3.945	3.945	0.56%
Dec 26, 2013	3.923	3.923	3.923	3.923	0.33%
Dec 25, 2013	3.91	3.897	3.91	3.897	0.24%
Dec 24, 2013	3.901	3.901	3.901	3.901	1.48%
Dec 23, 2013	3.844	3.844	3.844	3.844	0.43%
Dec 22, 2013	3.827	3.827	3.827	3.827	0.06%
Dec 20, 2013	3.825	3.825	3.825	3.825	-1.92%
Dec 19, 2013	3.9	3.9	3.9	3.9	-0.43%
Dec 18, 2013	3.917	3.917	3.917	3.917	1.16%
Dec 17, 2013	3.872	3.872	3.872	3.872	-0.62%
Dec 16, 2013	3.896	3.896	3.896	3.896	0.52%
Dec 15, 2013	3.876	3.875	3.877	3.873	0.02%
Dec 13, 2013	3.875	3.875	3.875	3.875	-0.56%
Dec 12, 2013	3.897	3.897	3.897	3.897	0.46%
Dec 11, 2013	3.879	3.879	3.879	3.879	1.31%
Dec 10, 2013	3.829	3.829	3.829	3.829	-1.54%
Dec 09, 2013	3.889	3.889	3.889	3.889	-0.22%
Dec 08, 2013	3.897	3.903	3.903	3.897	-0.42%
Dec 06, 2013	3.914	3.914	3.914	3.914	0.03%
